Nachbarschaft,Qualitaet,Zustand,Baujahr,Wohnflaeche,Zimmer,Kamine,Verkaufsjahr,Preis
Sawyer,6,5,1954,1299,6,1,2007,150000
ClearCr,6,7,1954,2422,6,2,2007,255000
Edwards,6,6,1954,1626,6,0,2007,154000
Edwards,4,5,1954,948,5,0,2007,111000
Edwards,4,5,1954,894,5,0,2007,110000
Edwards,4,6,1954,948,5,1,2007,119000
NAmes,6,5,1954,1293,5,0,2006,149900
NAmes,5,6,1954,1008,4,1,2006,137000
NAmes,5,6,1954,936,5,0,2006,121000
NAmes,5,5,1954,1128,5,0,2006,118000
NAmes,6,8,1954,1050,6,0,2006,156000
NAmes,6,5,1954,1375,5,1,2006,140000
OldTown,5,7,1954,833,4,0,2006,117000
Edwards,4,5,1954,1350,6,1,2006,146000
Edwards,6,4,1954,1855,7,0,2006,136900
Edwards,5,5,1954,1124,5,1,2006,93000
Edwards,4,4,1954,1482,6,1,2006,125000
NAmes,5,7,1953,1057,5,0,2010,109000
NAmes,6,4,1953,1505,6,1,2009,149500
NAmes,6,5,1953,1644,7,2,2009,167000
NAmes,5,6,1953,1319,5,0,2009,123000
NAmes,5,5,1953,1210,7,0,2009,102900
OldTown,4,4,1953,936,4,0,2009,93000
NAmes,5,5,1953,1036,5,0,2008,112900
NAmes,5,6,1953,1152,6,0,2008,137500
NAmes,5,5,1953,950,5,0,2008,130000
NAmes,5,5,1953,773,4,0,2008,110000
NAmes,5,7,1953,910,5,0,2008,116000
Edwards,6,5,1953,1094,5,2,2008,155000
Edwards,4,5,1953,930,5,0,2008,99000
NAmes,5,9,1953,1154,6,0,2007,142000
NAmes,6,7,1953,1040,6,0,2007,136000
NAmes,5,7,1953,1008,6,0,2007,134500
NAmes,4,6,1953,1647,6,1,2007,153000
NAmes,5,6,1953,1728,7,1,2007,156000
Edwards,5,5,1953,1630,6,1,2007,130000
Crawfor,6,5,1953,2259,7,2,2007,217000
Mitchel,3,5,1953,2034,9,0,2007,130000
ClearCr,7,4,1953,2287,7,1,2006,225000
Edwards,6,5,1953,1609,7,0,2006,149900
Crawfor,5,5,1953,1336,5,2,2006,157000
NAmes,5,7,1952,2461,7,2,2010,197600
NAmes,5,7,1952,1064,4,0,2010,135000
NAmes,5,4,1952,1385,6,0,2010,166000
IDOTRR,5,5,1952,1044,4,0,2010,55993
NAmes,5,8,1952,1031,5,0,2009,145500
NAmes,5,7,1952,732,4,0,2009,118900
OldTown,5,5,1952,1960,10,0,2009,124500
Edwards,3,3,1952,944,4,0,2009,82000
Gilbert,6,2,1952,1474,7,2,2008,115000
NAmes,5,6,1952,882,4,0,2008,116000
IDOTRR,6,6,1952,1536,7,0,2008,136000
IDOTRR,1,5,1952,733,4,0,2008,13100
NAmes,6,6,1952,948,5,0,2007,125000
OldTown,5,5,1952,924,6,0,2007,112500
NAmes,5,6,1952,1624,6,1,2006,146500
NAmes,5,6,1952,1008,4,0,2006,139500
Edwards,5,6,1952,1488,7,1,2006,135000
Edwards,5,7,1952,1148,6,0,2006,123500
Gilbert,4,5,1951,864,4,0,2010,141000
NAmes,5,7,1951,900,5,0,2010,134800
NAmes,5,5,1951,1112,5,0,2009,126000
NAmes,5,7,1951,1363,6,2,2009,164900
NAmes,5,7,1951,952,4,0,2008,139000
NAmes,5,7,1951,876,5,1,2008,94000
Crawfor,6,5,1951,1091,5,1,2008,104000
Edwards,5,6,1951,1342,7,0,2007,125000
Edwards,5,6,1951,1480,7,1,2007,136500
Crawfor,5,5,1951,1226,7,1,2007,153500
NAmes,5,5,1951,1216,7,0,2006,135000
NAmes,5,3,1951,2136,7,0,2006,137900
NAmes,6,6,1951,1575,5,1,2006,155000
NAmes,5,6,1951,884,4,0,2006,142000
Sawyer,5,5,1951,1422,7,1,2006,137500
Edwards,4,5,1951,1220,6,0,2006,102000
IDOTRR,5,6,1951,1396,8,0,2006,115000
Mitchel,1,3,1951,1600,6,0,2006,81500
NAmes,5,6,1950,1078,5,0,2010,142125
BrkSide,5,6,1950,1612,7,0,2010,128500
Sawyer,4,7,1950,1067,4,0,2010,128000
Edwards,6,7,1950,1074,6,1,2010,144500
Crawfor,5,6,1950,2177,11,0,2010,215000
SawyerW,4,4,1950,841,4,0,2009,82000
BrkSide,5,4,1950,1203,5,1,2009,110000
NAmes,6,8,1950,1668,6,0,2009,140000
NAmes,5,7,1950,1113,5,1,2009,147000
NAmes,5,6,1950,1200,6,0,2009,129900
NAmes,3,4,1950,1040,6,0,2009,92900
NAmes,6,5,1950,1133,5,0,2009,128500
NAmes,5,4,1950,1904,7,0,2009,138000
OldTown,5,7,1950,1328,6,0,2009,129500
Edwards,5,5,1950,1368,6,0,2009,120000
Crawfor,6,8,1950,1152,6,1,2009,158500
Gilbert,6,5,1950,1488,6,1,2008,133000
NAmes,6,5,1950,1252,6,0,2008,119000
NAmes,5,8,1950,1337,7,1,2008,141500
NAmes,5,5,1950,1048,7,0,2008,98300
Edwards,5,5,1950,1164,5,0,2008,125000
Crawfor,7,9,1950,2161,8,2,2008,263400
NAmes,6,5,1950,932,4,1,2007,124000
NAmes,5,7,1950,988,6,0,2007,119000
NAmes,5,3,1950,1238,6,1,2007,102000
NAmes,5,8,1950,864,5,0,2007,129000
BrkSide,5,6,1950,1435,6,0,2007,128250
IDOTRR,7,9,1950,1952,8,2,2007,212300
Edwards,6,7,1950,2158,7,1,2007,243000
IDOTRR,5,5,1950,1558,6,0,2007,152000
NAmes,4,6,1950,1521,6,0,2006,147500
NAmes,5,7,1950,1040,5,0,2006,109500
NAmes,4,5,1950,1040,4,0,2006,109900
NAmes,3,4,1950,1040,6,0,2006,81400
NAmes,3,4,1950,1040,6,0,2006,93500
OldTown,4,5,1950,864,5,0,2006,105000
Sawyer,5,5,1950,1640,7,1,2006,131000
Crawfor,5,7,1950,2315,9,3,2006,257000
NAmes,6,6,1949,1556,6,1,2010,172500
NAmes,5,7,1949,1268,6,1,2009,133000
NAmes,4,5,1949,1040,6,0,2009,90000
NAmes,4,7,1949,1461,6,0,2009,133500
Edwards,5,4,1949,1716,8,1,2009,131000
Edwards,4,5,1949,1126,5,0,2009,108000
Crawfor,5,7,1949,1523,7,1,2009,158000
BrkSide,3,6,1949,720,4,0,2008,72500
OldTown,3,1,1949,1588,6,0,2008,65000
NAmes,5,7,1949,893,4,0,2007,135000
NAmes,5,7,1949,924,6,1,2007,122900
NAmes,6,6,1949,1846,7,1,2007,143000
OldTown,4,7,1949,1382,6,1,2007,110000
Crawfor,5,6,1949,2002,8,0,2007,145000
NAmes,5,6,1949,1728,7,1,2006,137000
NAmes,4,4,1949,1192,6,0,2006,135000
NAmes,3,4,1949,1040,6,0,2006,87500
IDOTRR,2,3,1949,480,4,0,2006,35311
NAmes,6,5,1948,1458,6,1,2010,97500
NAmes,6,8,1948,1224,5,0,2010,132000
OldTown,5,7,1948,1633,7,1,2010,129000
BrkSide,6,7,1948,1416,6,0,2010,139900
Edwards,4,5,1948,1120,5,0,2010,64000
Timber,5,5,1948,1687,7,2,2010,160000
NAmes,7,7,1948,1527,6,1,2009,152500
NAmes,6,6,1948,972,5,1,2009,132000
NAmes,6,7,1948,1495,6,0,2009,135000
OldTown,4,6,1948,869,3,0,2008,89900
NAmes,6,6,1948,1320,5,0,2008,138000
OldTown,5,7,1948,1323,6,0,2008,122600
OldTown,5,5,1948,789,5,0,2008,115000
OldTown,5,7,1948,1122,6,0,2008,147000
BrkSide,5,5,1948,1285,6,0,2008,127000
Sawyer,5,5,1948,1271,7,1,2008,135000
Edwards,7,5,1948,1079,5,1,2008,125600
NAmes,5,5,1948,1920,10,0,2007,137000
NAmes,6,5,1948,1082,5,1,2007,119200
OldTown,3,7,1948,1183,6,0,2007,120000
OldTown,5,6,1948,1559,5,0,2007,153500
Edwards,5,7,1948,1325,6,1,2007,216000
Gilbert,5,6,1948,2320,7,1,2006,169000
OldTown,5,6,1948,1668,6,0,2006,135000
Edwards,5,8,1948,2008,8,0,2006,225000
Edwards,5,3,1948,1456,7,1,2006,91500
Edwards,4,7,1948,936,5,0,2006,97900
Edwards,4,6,1947,1531,8,1,2010,127000
OldTown,5,7,1947,1284,5,0,2009,110000
Sawyer,2,2,1947,660,5,0,2009,63900
Edwards,5,9,1947,698,4,0,2009,118000
NAmes,5,5,1947,1216,6,0,2008,118500
Sawyer,5,6,1947,1054,6,0,2008,124000
Edwards,5,8,1947,1137,8,0,2008,96000
NAmes,5,7,1947,1043,5,1,2006,137000
NAmes,6,6,1947,1312,6,0,2006,127000
BrkSide,6,7,1947,1664,7,2,2006,159000
BrkSide,4,5,1947,912,3,0,2006,80500
Edwards,4,7,1946,930,6,0,2010,84900
OldTown,7,8,1946,1389,6,2,2009,135000
Sawyer,4,9,1946,704,4,0,2009,88750
Edwards,6,7,1946,1639,6,1,2009,154400
OldTown,5,6,1946,1499,5,1,2008,140000
OldTown,2,5,1946,407,3,0,2008,46500
BrkSide,4,7,1946,896,4,0,2008,79000
Edwards,5,6,1946,1200,6,0,2008,130500
BrkSide,1,3,1946,334,2,0,2007,39300
BrkSide,3,3,1946,666,4,0,2007,64500
ClearCr,5,6,1946,3086,12,1,2007,200500
Edwards,4,5,1946,1242,4,0,2007,109900
Edwards,5,6,1946,1195,8,0,2007,98500
Crawfor,6,6,1946,1958,8,0,2007,145000
BrkSide,4,7,1946,1230,5,0,2006,121600
OldTown,4,6,1945,747,4,0,2010,80000
Edwards,3,6,1945,640,5,0,2010,84900
Edwards,6,4,1945,1487,7,1,2010,113000
NAmes,5,6,1945,793,4,0,2009,113000
Edwards,4,3,1945,1529,9,0,2009,98000
NAmes,5,6,1945,1558,6,1,2008,140000
BrkSide,7,7,1945,1668,8,0,2008,108000
BrkSide,5,6,1945,808,6,0,2008,81300
BrkSide,3,5,1945,670,4,0,2007,64000
OldTown,5,9,1945,866,4,0,2007,110500
Sawyer,4,7,1945,998,5,0,2007,89500
Crawfor,6,8,1945,2320,9,1,2007,259500
OldTown,6,7,1945,1182,5,0,2006,120000
SWISU,6,6,1945,1340,6,0,2006,128000
IDOTRR,3,5,1945,729,5,0,2006,51689
BrkSide,5,6,1942,1453,7,2,2010,132000
Crawfor,6,7,1942,1494,7,2,2009,177500
NAmes,5,7,1942,1644,7,2,2007,146500
SWISU,5,6,1942,1282,4,0,2007,108500
Edwards,5,5,1942,1150,6,2,2006,128000
IDOTRR,5,6,1942,976,5,0,2006,102000
Edwards,4,4,1941,924,5,0,2010,80000
Crawfor,7,6,1941,2133,8,2,2010,257500
Crawfor,7,9,1941,2340,9,2,2010,266500
IDOTRR,2,5,1941,540,4,0,2010,82000
OldTown,5,6,1941,1131,5,0,2009,66500
Edwards,4,6,1941,672,4,0,2009,113000
Edwards,5,6,1941,1298,6,2,2009,122000
Edwards,5,5,1941,1604,6,0,2009,117000
Crawfor,7,7,1941,1564,7,1,2009,174500
BrkSide,5,7,1941,1210,6,0,2008,124000
Sawyer,5,7,1941,1350,6,0,2008,152400
Edwards,5,6,1941,1111,5,0,2008,95000
NAmes,5,5,1941,1376,6,1,2007,105000
BrkSide,6,6,1941,1218,6,1,2007,131000
OldTown,5,6,1941,1382,7,0,2007,128500
Crawfor,7,5,1941,1646,7,2,2007,164000
Crawfor,5,5,1941,1355,5,0,2007,140000
IDOTRR,5,6,1941,803,5,0,2007,87000
NAmes,6,7,1941,1578,5,2,2006,133000
NAmes,7,5,1941,2039,7,3,2006,167000
BrkSide,4,5,1941,788,4,2,2006,100000
OldTown,4,4,1941,693,4,0,2006,52500
SWISU,5,4,1941,1288,6,0,2006,112000
BrkSide,3,2,1940,1306,6,0,2010,76500
OldTown,5,7,1940,804,4,2,2010,119000
BrkSide,6,6,1940,1196,6,2,2010,128000
ClearCr,7,7,1940,2403,10,2,2010,244400
SWISU,6,5,1940,919,5,0,2010,95000
BrkSide,4,7,1940,708,5,0,2009,82500
OldTown,2,5,1940,599,4,0,2009,59000
OldTown,2,4,1940,612,4,0,2009,45000
Edwards,4,5,1940,861,4,0,2009,82500
Edwards,4,5,1940,1510,7,1,2009,108000
SWISU,6,7,1940,1489,7,1,2009,139500
Crawfor,5,6,1940,1567,6,2,2009,205000
Crawfor,5,7,1940,1308,7,2,2009,160000
Crawfor,7,6,1940,2480,13,2,2009,205000
OldTown,4,7,1940,672,4,0,2008,86900
OldTown,5,4,1940,672,4,0,2008,64000
OldTown,4,6,1940,1656,8,0,2008,119164
OldTown,6,6,1940,1436,8,2,2008,155000
BrkSide,6,7,1940,1672,6,1,2008,164900
BrkSide,5,5,1940,1505,8,0,2008,145000
Edwards,5,7,1940,1355,6,0,2008,127500
Sawyer,5,8,1940,672,4,0,2008,108000
Edwards,5,7,1940,1518,5,2,2008,260000
Edwards,5,6,1940,996,6,1,2008,108000
IDOTRR,6,8,1940,1090,5,0,2008,120000
IDOTRR,5,6,1940,778,4,1,2008,120500
Mitchel,6,7,1940,1750,7,0,2008,160000
NAmes,5,7,1940,908,4,0,2007,138500
OldTown,5,6,1940,1034,5,0,2007,109000
OldTown,5,8,1940,1072,5,2,2007,130000
Edwards,5,6,1940,1134,7,0,2007,126000
Sawyer,7,8,1940,1302,6,2,2007,165250
Crawfor,7,6,1940,1740,6,2,2007,219500
IDOTRR,6,7,1940,1215,6,0,2007,141000
SWISU,6,5,1940,1595,6,2,2006,140000
Crawfor,5,6,1940,1717,7,1,2006,194000
BrkSide,6,7,1939,1132,5,0,2010,134000
SWISU,6,6,1939,856,4,1,2010,126000
OldTown,5,7,1939,1352,7,0,2009,149000
OldTown,5,6,1939,1558,7,1,2009,150000
BrkSide,6,6,1939,1412,6,1,2009,132500
Edwards,6,5,1939,1258,6,0,2009,105000
BrkSide,5,6,1939,1077,5,2,2008,118000
BrkSide,6,5,1939,1342,7,1,2008,105000
BrkSide,7,5,1939,2009,7,1,2008,150000
SWISU,5,8,1939,2192,8,1,2008,179500
Crawfor,7,9,1939,1954,8,2,2008,311500
BrkSide,5,7,1939,1274,6,0,2007,135000
BrkSide,6,6,1939,1232,6,2,2007,128000
BrkSide,5,7,1939,884,5,0,2007,113000
BrkSide,5,8,1939,1322,7,0,2007,132000
IDOTRR,4,5,1939,1123,4,0,2007,100000
IDOTRR,2,4,1939,845,4,0,2007,68104
BrkSide,6,5,1939,1577,6,1,2006,140200
OldTown,5,7,1939,1118,5,1,2006,119900
SWISU,5,5,1939,1465,6,2,2006,131000
OldTown,6,7,1938,1251,6,0,2010,119000
Edwards,3,4,1938,1610,8,1,2010,124000
OldTown,5,8,1938,886,4,0,2009,91300
BrkSide,5,6,1938,1582,6,1,2009,150000
Edwards,4,6,1938,816,3,1,2009,100000
SWISU,5,4,1938,1268,7,2,2009,160000
IDOTRR,6,6,1938,1969,9,1,2008,141000
Edwards,5,7,1938,1053,5,0,2008,120000
Crawfor,5,4,1938,1374,6,0,2008,110000
BrkSide,6,5,1938,1409,6,1,2007,126000
Crawfor,5,7,1938,954,5,1,2007,119750
IDOTRR,5,6,1938,1360,6,0,2006,125500
SWISU,5,5,1938,1551,6,0,2006,137000
BrkSide,6,9,1937,1176,4,0,2009,134900
BrkSide,4,7,1937,906,5,0,2008,87000
BrkSide,6,7,1937,1497,5,0,2008,157000
Crawfor,5,6,1937,1938,7,1,2008,198000
OldTown,4,7,1937,1131,7,0,2007,89471
IDOTRR,6,6,1937,1375,6,1,2007,141000
Sawyer,7,8,1937,2267,7,2,2007,219000
SWISU,5,7,1937,1768,7,2,2007,175000
IDOTRR,6,6,1937,1376,7,1,2006,119500
BrkSide,5,7,1936,1040,5,0,2010,123900
BrkSide,4,6,1936,1324,6,0,2009,128000
BrkSide,5,6,1936,1539,5,0,2009,141500
BrkSide,2,3,1936,800,4,1,2009,60000
SWISU,7,9,1936,1135,6,0,2009,155000
SWISU,6,5,1936,1639,6,0,2008,115000
OldTown,5,8,1936,1466,7,1,2006,170000
BrkSide,5,4,1936,1344,7,0,2006,115000
SWISU,5,3,1936,879,4,0,2006,80000
Crawfor,7,7,1936,2057,6,1,2006,250000
IDOTRR,4,6,1936,951,6,0,2006,106500
OldTown,6,8,1935,1378,6,0,2009,128900
BrkSide,4,7,1935,1573,6,0,2009,133000
SWISU,6,6,1935,1242,6,1,2009,105000
BrkSide,3,6,1935,729,5,0,2008,52000
BrkSide,5,5,1935,1738,6,1,2008,153000
Edwards,6,7,1935,2108,7,2,2008,235000
Crawfor,8,6,1935,1873,9,2,2008,257076
Crawfor,8,9,1935,3447,11,2,2008,381000
IDOTRR,3,4,1935,894,6,0,2008,81000
NAmes,5,4,1935,3086,9,0,2007,301600
IDOTRR,6,8,1935,754,5,0,2006,84500
Edwards,5,7,1935,1032,6,1,2006,125000
Edwards,6,8,1935,3672,7,2,2006,415000
Edwards,5,3,1934,1112,6,0,2009,63000
Crawfor,6,7,1934,1660,6,1,2008,188700
Crawfor,8,6,1934,3194,10,2,2007,359100
NAmes,6,8,1934,816,4,1,2006,129800
BrkSide,6,6,1934,1176,6,1,2006,114500
SWISU,5,5,1932,1520,6,0,2009,159434
Crawfor,6,7,1932,1991,7,1,2007,220000
Crawfor,8,8,1932,2727,10,2,2007,315000
Crawfor,6,8,1932,2345,9,1,2006,239000
Crawfor,7,7,1932,1609,8,2,2006,199500
SWISU,5,2,1931,1666,7,1,2010,100000
BrkSide,5,7,1931,875,5,0,2009,105000
OldTown,7,5,1931,1774,8,2,2008,129900
Crawfor,7,6,1931,1502,6,1,2008,149000
BrkSide,6,6,1931,1367,6,1,2007,127500
IDOTRR,7,4,1931,1818,7,2,2007,169500
Edwards,3,6,1931,774,6,0,2007,79000
BrkSide,5,5,1930,1536,7,1,2010,138400
IDOTRR,4,5,1930,1092,7,0,2010,55000
BrkSide,5,7,1930,1654,7,1,2009,137000
BrkSide,5,6,1930,935,4,0,2008,79500
BrkSide,5,7,1930,1573,8,1,2008,162900
IDOTRR,6,6,1930,768,4,0,2008,93850
SWISU,6,7,1930,1920,10,2,2008,161900
SWISU,6,5,1930,790,4,0,2008,91000
IDOTRR,6,8,1930,816,5,0,2008,120500
IDOTRR,5,7,1930,1200,7,0,2008,119000
IDOTRR,5,7,1930,912,5,0,2008,99500
OldTown,5,7,1930,1358,6,1,2007,124500
OldTown,5,5,1930,1248,6,0,2007,87000
BrkSide,5,7,1930,1426,6,1,2007,131750
IDOTRR,7,7,1930,1108,6,1,2007,139400
OldTown,5,7,1930,840,5,1,2007,87000
Crawfor,7,8,1930,1098,5,1,2007,148500
Crawfor,4,6,1930,1755,7,1,2007,188000
IDOTRR,5,9,1930,1001,5,0,2007,124900
OldTown,3,8,1930,713,5,0,2006,99800
OldTown,7,8,1930,1004,5,1,2006,105000
OldTown,6,8,1930,813,5,0,2006,110000
BrkSide,3,5,1930,1162,6,0,2006,75000
BrkSide,5,7,1930,1324,7,0,2006,110000
IDOTRR,6,6,1930,984,6,0,2006,90000
Crawfor,6,7,1930,1801,8,1,2006,210000
OldTown,5,7,1929,1316,6,0,2010,130000
BrkSide,6,7,1929,1158,5,1,2008,120000
BrkSide,4,7,1929,1136,6,0,2008,123000
BrkSide,7,8,1929,854,5,0,2007,132000
OldTown,7,6,1929,1344,6,1,2007,140000
NAmes,3,3,1929,715,4,0,2006,68000
Crawfor,8,7,1929,1517,7,2,2006,230000
Crawfor,7,7,1929,1671,7,1,2006,218000
OldTown,6,8,1928,720,5,0,2010,105900
SawyerW,6,3,1928,784,5,0,2009,76000
SWISU,4,3,1928,1981,7,2,2009,135000
Crawfor,6,6,1928,1913,9,1,2009,177000
SWISU,7,7,1928,1477,6,1,2009,145000
OldTown,7,9,1928,1378,7,1,2008,161000
BrkSide,5,7,1928,1143,5,1,2008,138000
BrkSide,5,6,1928,1576,8,1,2006,149000
Edwards,6,7,1928,2009,8,2,2006,235000
OldTown,5,6,1927,1028,5,1,2010,115000
Sawyer,4,4,1927,756,4,0,2010,85000
IDOTRR,6,5,1927,1930,8,0,2009,149000
IDOTRR,6,6,1927,1666,4,0,2009,135000
BrkSide,4,6,1927,520,4,0,2008,68500
OldTown,4,6,1927,968,5,0,2007,64500
OldTown,6,6,1927,1296,6,0,2007,127500
OldTown,6,6,1927,1642,9,1,2007,145000
Crawfor,7,7,1927,1718,8,1,2007,238000
OldTown,6,8,1926,1224,5,0,2009,115000
BrkSide,6,7,1926,904,4,0,2009,119000
Crawfor,7,9,1926,2080,9,2,2009,234000
OldTown,7,7,1926,1111,5,1,2008,116900
BrkSide,6,7,1926,1013,6,0,2008,113000
Crawfor,6,6,1926,1316,6,1,2008,145000
IDOTRR,6,8,1926,919,5,0,2008,126000
OldTown,5,7,1926,960,5,0,2007,103000
OldTown,6,7,1926,1616,5,0,2007,152000
BrkSide,5,6,1926,1281,6,0,2007,132500
BrkSide,6,5,1926,986,5,1,2007,102000
BrkSide,5,5,1926,1316,7,0,2007,90000
Crawfor,5,5,1926,789,5,0,2007,96500
Crawfor,5,5,1926,1422,6,0,2007,136500
Crawfor,6,8,1926,1461,6,1,2007,135000
BrkSide,4,5,1926,747,5,0,2006,79900
SWISU,7,8,1926,1479,6,2,2006,160000
SWISU,5,5,1926,1522,7,0,2006,102000
IDOTRR,6,7,1926,1285,6,0,2006,145400
BrkSide,4,7,1925,765,4,0,2010,87000
OldTown,5,7,1925,1078,6,0,2009,125000
BrkSide,7,7,1925,1548,5,0,2009,205000
BrkSide,5,8,1925,1348,5,1,2009,117000
BrkSide,5,6,1925,995,5,0,2009,115000
BrkSide,5,5,1925,1072,5,0,2009,126500
IDOTRR,4,5,1925,1208,5,0,2009,103000
Edwards,6,6,1925,1369,6,0,2009,103600
SWISU,6,6,1925,1608,7,1,2009,137450
IDOTRR,4,6,1925,572,4,0,2009,75000
OldTown,5,8,1925,1159,5,0,2008,114000
OldTown,5,5,1925,764,4,0,2008,73000
BrkSide,7,6,1925,1820,8,0,2008,184000
OldTown,8,7,1925,1666,7,1,2008,161000
IDOTRR,6,7,1925,1040,5,0,2008,127500
IDOTRR,6,6,1925,1236,6,1,2008,127000
Edwards,5,6,1925,864,5,0,2008,98000
SWISU,6,8,1925,1482,7,0,2008,140000
SWISU,6,5,1925,1694,7,1,2008,136500
Crawfor,8,9,1925,1512,7,1,2008,231000
OldTown,4,7,1925,1281,6,0,2007,128500
OldTown,5,8,1925,1472,6,0,2007,125000
BrkSide,5,7,1925,1060,6,1,2007,136500
Edwards,5,6,1925,1351,7,1,2007,122000
IDOTRR,5,7,1925,1601,6,0,2007,129850
OldTown,5,5,1925,2640,10,1,2006,180000
OldTown,4,4,1925,1328,8,0,2006,107000
OldTown,7,7,1925,1641,6,1,2006,178000
OldTown,5,7,1925,844,5,0,2006,111500
BrkSide,5,7,1925,1015,6,0,2006,88000
OldTown,6,6,1925,1103,5,1,2006,110500
BrkSide,5,5,1925,816,4,0,2006,109000
IDOTRR,4,4,1925,672,4,0,2006,72000
IDOTRR,4,6,1925,641,4,0,2006,85000
SWISU,5,6,1924,1296,5,1,2010,104000
SWISU,5,6,1924,1691,6,1,2010,127000
OldTown,5,8,1924,792,5,0,2009,109500
BrkSide,5,5,1924,1142,6,0,2009,93000
BrkSide,5,5,1924,1301,5,0,2009,100000
BrkSide,5,6,1924,784,5,0,2008,109500
BrkSide,5,7,1924,949,5,1,2008,119000
Edwards,6,5,1924,1096,5,0,2008,79000
OldTown,6,6,1924,1310,6,0,2006,112000
OldTown,6,5,1924,1032,5,0,2006,108000
OldTown,5,7,1924,1566,7,0,2006,139000
BrkSide,6,7,1924,1827,9,1,2006,202500
IDOTRR,4,5,1924,1430,7,0,2006,107000
Sawyer,5,5,1924,872,5,1,2006,105000
Edwards,4,5,1924,1669,9,0,2006,107000
Edwards,5,7,1924,1221,7,0,2006,104900
OldTown,2,2,1923,832,5,1,2010,12789
OldTown,6,5,1923,1068,5,1,2010,109500
OldTown,5,8,1923,792,5,0,2009,99500
BrkSide,5,6,1923,1576,6,1,2009,223500
BrkSide,6,6,1923,1432,6,1,2009,149000
IDOTRR,4,6,1923,892,5,0,2009,70000
OldTown,5,5,1923,1902,7,0,2008,123500
BrkSide,6,7,1923,1848,8,1,2008,207000
Edwards,4,7,1923,1292,6,0,2008,108000
Crawfor,6,3,1923,1603,7,1,2008,138000
OldTown,5,6,1923,968,5,0,2007,100000
BrkSide,6,7,1923,1635,6,1,2007,210000
SWISU,5,6,1923,2592,12,0,2007,150000
Crawfor,6,7,1923,1502,7,2,2007,165000
IDOTRR,5,6,1923,1828,6,0,2007,150909
BrkSide,4,7,1923,869,4,0,2006,85500
OldTown,6,5,1923,1200,7,0,2006,125000
OldTown,6,7,1922,1470,6,0,2010,140750
BrkSide,7,7,1922,2068,8,1,2010,209500
IDOTRR,4,8,1922,1154,7,0,2010,125500
OldTown,5,1,1922,2128,11,0,2009,62500
Edwards,1,1,1922,904,4,0,2009,61000
Edwards,5,8,1922,864,4,0,2009,99900
OldTown,5,5,1922,1436,7,1,2008,139000
Crawfor,6,7,1922,2555,11,1,2008,191000
IDOTRR,4,4,1922,796,5,0,2008,55000
OldTown,5,5,1922,1022,4,1,2007,89500
IDOTRR,5,7,1922,816,5,0,2007,75200
BrkSide,5,6,1922,1048,5,1,2006,113000
IDOTRR,3,4,1922,1077,6,1,2006,91000
Edwards,4,4,1922,1414,8,1,2006,83000
Edwards,2,3,1922,498,3,0,2006,35000
Crawfor,4,5,1922,1180,5,1,2006,137500
OldTown,7,6,1921,1710,9,0,2010,140000
IDOTRR,6,5,1921,1107,5,0,2010,110000
Crawfor,5,7,1921,964,5,0,2009,163500
Crawfor,5,6,1921,1343,7,1,2009,154900
SWISU,7,8,1921,1424,7,1,2008,168000
SWISU,5,6,1921,2601,8,0,2008,189000
Crawfor,6,7,1921,1298,8,1,2007,146500
Crawfor,6,7,1921,1436,7,1,2007,141500
OldTown,5,6,1921,1073,4,0,2006,108480
OldTown,3,5,1921,492,3,0,2006,61500
BrkSide,5,7,1921,616,4,0,2006,89000
SawyerW,5,5,1920,1012,5,0,2010,67500
NAmes,4,7,1920,985,4,0,2010,105000
OldTown,5,7,1920,936,5,1,2010,109500
OldTown,5,6,1920,1245,6,0,2010,100000
OldTown,6,8,1920,1324,6,0,2010,122000
Edwards,5,5,1920,835,5,0,2010,83000
IDOTRR,4,4,1920,1128,6,0,2010,68400
NAmes,4,4,1920,1738,7,1,2009,104900
OldTown,4,6,1920,1374,6,0,2009,105000
OldTown,5,7,1920,846,4,0,2009,106000
OldTown,4,6,1920,1701,8,0,2009,94550
OldTown,4,6,1920,861,5,0,2009,80000
OldTown,4,5,1920,1452,8,0,2009,113000
OldTown,7,9,1920,1482,7,0,2009,143000
OldTown,6,6,1920,1480,6,0,2009,119000
IDOTRR,4,5,1920,720,4,0,2009,34900
Edwards,6,8,1920,1196,7,0,2009,110000
SWISU,2,5,1920,438,3,0,2009,60000
SWISU,7,3,1920,3082,12,2,2009,197000
IDOTRR,5,7,1920,1344,6,0,2009,147000
IDOTRR,5,5,1920,1192,6,0,2009,78000
OldTown,6,7,1920,2792,8,2,2008,256000
OldTown,5,5,1920,1740,6,1,2008,122250
OldTown,7,6,1920,1027,5,1,2008,120000
OldTown,7,8,1920,1450,7,0,2008,132000
OldTown,5,5,1920,2350,10,0,2008,130000
OldTown,2,1,1920,1086,5,0,2008,55000
BrkSide,5,7,1920,1216,6,1,2008,115000
BrkSide,6,8,1920,1362,6,0,2008,128000
IDOTRR,6,7,1920,1406,6,0,2008,89500
OldTown,6,7,1920,1198,7,0,2008,79900
Sawyer,5,4,1920,1140,6,0,2008,95541
IDOTRR,4,4,1920,1317,6,0,2008,40000
IDOTRR,4,6,1920,864,5,0,2008,65000
OldTown,5,6,1920,691,4,0,2007,86000
OldTown,5,6,1920,967,5,1,2007,99900
OldTown,4,4,1920,960,5,0,2007,108500
